review,sentimen
knp wa sy stiap hri kenak spam,netral
mantap gk ad bug kalo nelpon abisin kuota well,positif
bagus,positif
waww baguss bngtt,positif
aplikasi chat utama,netral
good,netral
alah whatsapp mudah kena spam,netral
baguss,positif
aplikasi sampah dikit dikit blok no gw,netral
jelek,negatif
kebanyakan ngebug,netral
,netral
ko blm temannya smpai skrng pdhl dii update,netral
udah bagus semoga kedepannya bagus,positif
wa keblok keblok nya spam gmn gaada spam laindan ganti no tetep blok ntahhh alesan nya,netral
warna chat blm berubah,netral
,netral
mantab jiwa,netral
top,netral
,netral
bagus,positif
whatsap bagus komen jelek brarti pda bodoh,positif
suka,netral
knp sih pas buka chat dri kode rahasia apk nya heran deh,netral
sangant membantu,netral
bagus cocok versi yg upgrade,positif
alhamdlillhlumayan bagusah,positif
,netral
baguusss sekaliiii,netral
bagus,positif
bagus,positif
ga suka kadang teleponan suka mati jaringan bagus stabil tpi menghubungkan ulang,positif
utk tlp kluar whatsapp,netral
membantu masyarakat idn,netral
wa ku kebanned terussaku bergabung usaha freelance tolong dongaku pengen menghasilkan uang,netral
membantu,netral
blm paham aturan terima kasih,netral
whatsapp keren,netral
membantu dlm media komunikasi,netral
bermanfaat,netral
dear whatsapp bikin fitur mendengarkan blackberry dongpasti seru,netral
bagus,positif
tolong perbaiki off download data wifi terdownload otomatis fotovidiodokumenmusik yg mengirim fotovidiodokumenmusik masuk galeri whatsapp terdownload otomatis masuk galeri handphone tolong perbaiki,netral
aja aplikasi ko mahal banget ngasih kode verifikasi anji,netral
pemula,netral
baguss,positif
bug,netral
kecewa gada efek filternya udah aktifkan loh,negatif
bagus sihcuman ko bug tolong hilangkan bug nyabug nya aneh bangetmasa masuk apk langsung keluarterus nomor akutolong bener,positif
mantap,positif
jaringan fitur good,netral
,netral
buruk,negatif
keren,netral
wa ku lag trusada aja nya,netral
suka bgt pokoknyaa,netral
,netral
kasi bintang 2 buka video timer ga putar mohon perbaiki terimaa kasij,netral
yeww,netral
bagus,positif
kakaku nanya wa orang orag ngw tag wa dh update lohtapi aja nga,netral
mempermudah,netral
,netral
erorr,netral
gak verifikasi email,netral
mantap,positif
kerja,netral
berguna nusa bangsa,netral
semoga bermasalah wa nya,netral
akun ku masuk tunggu 6 jam,netral
memuaskan,netral
gk kirim kode,netral
apl mmbntu,netral
bagus sih berguna komunikasi nya pas sekolah sakit izin keguru aplikasi ngak sekolah,positif
gw meta ai nya blm yaa,netral
meta ai nya muncul sampe skrng,netral
tipu,netral
suka aplikasi mempermudah whatsapp fitur filter foto vc,netral
ok,netral
whatsapp orang orang tg grup klo masukin status gk tolong diperbaiki,netral
cepet gek isoi anjayyyyyy,netral
bagus,positif
whatsapp messenger nya bagus,positif
aplikasi bagus,positif
good,netral
susah download perbaruan,netral
setatus tag grup,netral
bagus,positif
udah update tp tampilannya aja vc an buka aplikasi ga,netral
mantap pokoknya nggak ngomong mantap bgt,positif
wasao bagus,positif
suka bngttt karna update g update update updatenya bgs bngt,netral
ghaida suka produk kick,netral
ok,netral
kena spam wa sya,netral
membantu menyenangkan,netral
whatsapp kiyuttttttttt g privasi chat nya sayangg,netral
sesuai ekspetasi,netral
bagus tema defulet tolong update yak,positif
lancar,netral
bagus sih cuman gak meta mah udah update,positif
bagusss banget sukaa komunikasi temen tapii ko ga updet yaa,positif
whatsapp vidio call ga efeknya,netral
good job,netral
muncul fitur efek kamera vc blm adapdahaln update versi terbaru,netral
bagus banget,positif
meta ai whatsapp setting nya,netral
ok,netral
aneh,netral
mantap,positif
ok bagus,positif
peningkatannya,netral
bias dipedomani rangka operasional,netral
mantap,positif
benahi stori gak hd burik,netral
bagus,positif
bagus kena spam ga tau salah dimana,positif
babi,netral
wa fitur musik story,netral
lagu,netral
update,netral
seru chating meta ai adik deh pake wa gampang ketemuchat temen,netral
mantappppp,positif
,netral
bagus,positif
knp wa susah banget ngirim pesan buka apk lancar aj giliran kirim pesan kaya ga sinyal tolong cek,netral
tolong blokir akun whatsapp lagii,netral
gada meta ai tag grup,netral
apk bermanfaat kitadan mantep banget,netral
telponan menyentuh 12 jam mati tolong diperbaiki,netral
mantap,positif
tlong saudara bantu pulihkan wa syspy sy dpt mnggnkn lagitrm ksh,netral
memuaskan,netral
pas update tertunda jaringan ngelag,netral
whatsapp aneh gimana si ko bisanya keriset chatnya udah rutin mencadangkan pesann ga adaaa,netral
nelpon log panggilan nya nelpon nya ha tolong perbaiki bug ni,netral
,netral
ok baget,netral
aplikasi nya bagus tolong fitur menangkap layar meng ss story whatsapp privasi terjaga the application is good but please make a feature unable to catch the screen or ss story whatsapp to be maintained privacy,positif
wa gada apatibaaoff masihh onn tau penyebab nya,netral
gakk gw dollowdd,netral
bikin status ngeblur mulu ah,netral
bagus,positif
bguss bngett,netral
keren apdettannya,netral
berguna,netral
kasih bintang,netral
good chat yg gk hapus,netral
mantul,netral
thank,netral
gk versi beta,netral
min tolong akun gak spam spam org jdi diblokir lgi kayak mna min tolong laa min,netral
bagus mengubah warna wa update kedepan tolong video status nya detiknya bener bener ganggu,positif
aplikasi bagus,positif
whatsapp gimana si ko akun akun memakai whatsapp karna spam tolong perbaiki whatsapp,netral
whatsapp kena spam udah ganti kartun nya,netral
mang odihhhhhhhhhhh,netral
,netral
,netral
udah update tp gada perubahan tema cht default nya jga ga,netral
bagus,positif
,netral
,netral
mantap,positif
ok,netral
kena hp terhubung dg sinyal lemah,netral
keren wa,netral
lumayang,netral
perbaikan upload story wa video unggah blurkabur,netral
,netral
ko bekas band mlh pake versi resmi udah download play store,netral
mantap,positif
ok,netral
bagus,positif
bagus banget,positif
ya bikin status hapus status esok harinya temen lihat status nyaman,netral
membantu,netral
gk ad wa betanya,netral
,netral
minimal klo ngirim vidio kga burem,netral
wa story video gambar,netral
oke,netral
bagus,positif
mksh wa udh bantu berkomunikasi dgn teman2,netral
whatsup knpa ya udah 2 klo kirim pesan pending klo pesan nyangkut bacaanmungkin menerima pesan pke mode pesawat klo lihat pesan masuk pdhal jaringan aman dipake aplikasi,netral
coobak kayaknya bagus kedepan,positif
kesini gak nomer wa gk buka,netral
meta pakai,netral
knpa wa kadaluarsa,netral
menyalahgunakan,netral
,netral
seru sih bagus komunikasi teman jarak,positif
memudahkan aflikasi wa top,netral
kecewa whatsappsaya spam chat diblokir tolong diperbaiki sistemnya menggunakannya spam chat,negatif
aplikasi bagus,positif
,netral
bagua skli watsapp,netral
gak nisa buka,netral
membantu komunikasi,netral
ok,netral
very good,netral
,netral
update diupdate nambah memorinya,netral
bagus app nya aplagi skrng ngewarnai chat,positif
whatsapp blokir sy melanggar ketentuan dr whatsapp spamkadang lg memanggil anak lgsg blokapa seburuk pelayanan dr whatsapp,negatif
ya memper mudah inpormasi,netral
bagus,positif
tolong saluran whatsap layak lihat hapuss karna mempromosikan judolvideo layak anak,netral
bagus,positif
tolong yatemen ngirim video fotoini kenapaada salah,netral
udah fitur bubble chat makasi ya,netral
tolong utuk update karna nggk hp update,netral
bagus,positif
melepas wa resmi,netral
bagus,positif
membantu,netral
fitur,netral
susah nya ura ketulungan mo instal piye ikiy,netral
bagusss,positif
hmm vcselfi apk whasap filternya yahh temen lohh gapapa ak mayan suka gelembung pesanya lucu warnanya ubah whatsapp canggih aja,netral
tolong perbaikan whatsapp gak kirim vidiopoto status mohon perbaiki,netral
,netral
whatsapp bagusnya pake bangett kekurangan gaada filternya kalo vc foto whatsapp,positif
membamtu hubingan dg keluarga teman,netral
aplikasi bagus,positif
mantab,netral
admin whatsapp tolong ya hapus peng bug wasoalny bug orang bermasalah yasemoga cepat tandatangani,netral
semoga tema chat tampil whatsapp,netral
bagus berkomunikasi,positif
memutar video 1kali lihat gini update jelek,negatif
bagus,positif
bagus program terimakasih,positif
bagus,positif
wiiii bagussss bangettt,positif
panggilan vidio ku ad fitur filter ny,netral
ribet update buang buang memory,netral
ngk masuk,netral
bagus bngt gilak next nya update bagus n aesthetic,positif
posting foto saluran whatsapp,netral
gpp lh ksh bintang 5tpi sy sngt kcwa sma wawa syaa d spam japada sy gk app,netral
watsaap aplikasi membantu tolong aplikasi watsaap buka aplikasi,netral
jlk sih wa nya,netral
mantaap apk sya suka,netral
memudahka berkomunikasi orang,netral
ga nomer ga verif alasan download app download playstore masi bilang ga resmi kocak ane ga,netral
good,netral
jaringan wifi bagus jaringan telpon 4g 5g kirim fotovideo file susah terkirim,positif
apk nya bagus,positif
baguuss,netral
semoga kedepan,netral
bagus,positif
pemula bertambah tau,netral
bagus banget apk nya tolong baiki aja bab nya pin itupun susah tolong baiki,positif
sy suka,netral
ngeleg mulu lancar sinyal wa dah,netral
instal ko lambat,netral
berharga ber telponan,netral
sok asik anjay,netral
bagus,positif
,netral
apk bagus bug,positif
notifikasi nya gk kayak banner langsung ngelihat pesan ngangu banget pas main game sial,netral
berusaha kelancaran yanh,netral
wow keren banget suka whatsapp for your,netral
whatsapp penggapdete an nya tolong update whatsapp fitur tema chat default whatsapp sekian terimakasih,netral
banget kalo nanya ikutan aja,netral
bagussssssssss,positif
bagus banget apk nya membantu,positif
bagus banget muncul fitur barunya,positif
nyaman wa krna mengirim pesan hrus buka wa ny bru pesan terkirim,netral
,netral
ok bagis,netral
ok,netral
wa bug knp ni,netral
gimana update gabisa buka wa nya,netral
sedijit lemot,netral
devolover ngak meta ai,netral
whatsap,netral
mantappp,positif
bagus,positif
maksuk nya bentar2 update,netral
knpa sy 1 bintang untk apps whatsapp karna tau wa sy terkena spam,netral
menyenangkan bosq puas,positif
aplikasinya bagus bermanfaat,positif
,netral
mempermudah berhubungan,netral
keren apknya,netral
whatsapp ngelag tolong diperbaiki sw video,netral
mencari,netral
,netral
aplikasi nya bagus,positif
good,netral
keren,netral
tolong aktifkan whatsapp cepat pentingayo dipercepat bikin lebihbagus kecewakan pelanggan,positif
ok,netral
wa mendadak gk kirim vidio urgent aihhh,netral
update tpi gk ad meta ai ny yh,netral
mudah menghubungi,netral
wa eror,netral
aplikasi bagus,positif
mantap,positif
keren,netral
bagus,positif
ok,netral
membantu,netral
bagussss,positif
buruk tdk dpt nelpon vc,negatif
mantap,positif
,netral
versi terbaru tp ngirim video jd burik n buram bgt pleasee perbaiki terupdatenya,netral
bagus,positif
bagus,positif
wa ngabisin memori,netral
semoga oce,netral
dvd asjabmh create,netral
wa bagus menemani gabut,positif
suka lemot,netral
apaapaan pas masuk muncul logo doang gimana nihhh,netral
membantu memudahkan urusan,netral
whatsapp bagus banget membantu kondisi kesulitan bintang 5 karna bagus aplikasi nya,positif
bintang 5 tolong fix nih bug bug pas masuk whatsapp tolong fix,netral
mantap,positif
ea,netral
bagus coba tambahin gaya emoji pilihan misnya emoji iphone ios 17,positif
skrg keren,netral
sngat bgus,netral
tolong kalo updete mb nya dikuranggin plisssss,netral
maju mundur ditengah,netral
for close,netral
,netral
ya whatsapp memiliki fitur meta,netral
bagus,positif
oi skrng pas telfon menghubungkan knp si aneh,netral
whatsapp orang sw,netral
akun diblokir yg chatnya,netral
pokoknya bagus kalo orang udah update udah update,positif
ya wa slalu terkena spam aplikasi wa wa resmi tolong bantuannya,netral
tenang,netral
suka elor,netral
w a masakinih terpercaya,netral
apk bagus,positif
ok,netral
aplikasi bagus mantap,positif
mantap,positif
upgrade ihh upgrade,netral
tolong prbaiki biar sapam,netral
mantap wa,positif
membantu banget,netral
mantap,positif
temen temen nge tag grub gue gak gimana,netral
mantap,positif
berguna,netral
menyetel proxy terhubung whatsapp,netral
kecewa udah gak double wallpaper,negatif
klu pesan terjadwal matab,netral
enak aja,netral
ga chat berwarna,netral
whatshapp membantu berkomunikasi nyaman,netral
berguna cepat terkirim kirimkan,netral
gua ga wa ga ad agreban nya,netral
sinyal bagus,positif
bagus,positif
bagusssss banget nih aplikasi berguna banget menghubungi chat bagus pokoknha pake pkt nggak pake ya trus kalo ragu download udh gak ragu deh download aja langsung gak nguras pkt gak boros download langsung download aja gak ragu2 sekian makasih kalo salah mohon dimaklumi ya keyboard ku typo pengaturan bahasa nya bermasalah oh iya salam diy,positif
ga meta ai versii,netral
kali akunku spam tampa konfirmasi,netral
aplikasi,netral
bagus,positif
mantep,netral
fitur lihat dihapus ajaa ngga cewe kalo ngirim foto muka ngga muncul galeri,netral
baikslalu pembaharuan,netral
bagusss,positif
mantabb,netral
bagus apk nya,positif
lumayan pengalaman bermain domino batu,netral
update nya bagus,positif
membantu milenial,netral
suka dgn aplikasi terbantu,netral
pengguna whatsapp kecewa telfon tibatiba mati bekas telfonan nya tulisan keterangan nya dibatalkan sihh,negatif
mantap,positif
bguss,netral
meta ainya tingkatkan sih,netral
ok,netral
mantaaab,netral
kerja bagus,positif
sukakkk,netral
bagus,positif
1 bintang bagus aplikasi bagus,positif
mantap chatan mantan,positif
good,netral
tolong perbaiki whatsapp berhenti semoga kedepannya makasih,netral
jam 3 sore chatinggan pas masuk maghrib habis buka puasa gak chattingan masuk baca ulasan mengerti jomblo,positif
update kali bagus banget perbaiki status video karna upload video status blur kabur gambarnya jernih,positif
whatsapp whatsapp sulit instal hp lenovo a 7000 plus android versi 60,netral
whatsapp gabisa daftarin knpa,netral
puas saluran wa eror ga mengirim pesan responnya respon ai membantu,positif
oke,netral
good,netral
cadangkan gagal back,netral
terkena spam,netral
ngk piltur hd setatus video wakecewa bgt pas bikn burik,negatif
,netral
ok,netral
oke,netral
okeeeeee,netral
suka,netral
puasa efisiensi fitu wa,positif
kualitas wa status video mohon ditingkatkan jelek bgt,negatif
ok,netral
baguss sekalii aplikasi ap kadang obdet ga papa koo,positif
bagus mudah membantu berhubungan teman grup,positif
tolong perbaiki whatsapp karna wa blok karna spam gak spam orang rolong perbarui,netral
jujuryaitu yg namanya saluran ganggu bgt tau gak sihhalaman pembaruan jd penuh sesakbisa kali dibikin halaman wa hrs nya ruang khusus saluranbkn nompang dipembaruanacakadut amburadul kaya pasar pagi taupembaruan cm apdet statusbkn saluran,netral
1 no buble chat,netral
nyaman,netral
apk bagus,positif
bagus,positif
sungguh kecewa whatsapp banget akunnya blokir spam tindakan kejahatan apapun,negatif
bagus,positif
karna menelpon teman,netral
whatsap suka eror,netral
membantu kontrol anak jarak jauhmantap,positif
mantap,positif
sangatttt berguna sekaliii cintaaaa dehhh smaaa waaaaa,netral
wa error cuman saluran doang ngirim pesan gk terkirim tanda jam kotak gitu,netral
ganti ponsel susah,netral
berguna,netral
bgus,netral
fatsab mantap,positif
aplikasi jembot,netral
berguna jir kaya gada gua sih lumayan susah ya karna diwhatsapp lengkapp kaya lutu lutuu,netral
apk nya spam,netral
,netral
membatu,netral
you need the official version of whatsapp to log in but i downloaded the official version this app is not clear,netral
bgs banget nunggu nya,netral
apk nya bagus,positif
membantu,netral
mantap,positif
bagus membantu,positif
bagus,positif
saran kalo menjaga privasi pengguna fitur kirim kontak teman via chat baiknya nama ditulis dikontak hp contoh kalo kontak ku tulis nama cintaku org kontaknya terkirim nama waaah tampilkan,netral
ko wa gua ga notifikasi nya ya,netral
suampah kecewakarna menggunkan whatsapp dituduh mengunakan whatsapp resmipadahal mengunakan whatshapp resmikecewa bangat,negatif
menghilangkan undang kontak,netral
wa sadap an putus,netral
whatsapp spam yahtolong kasih penjelasan biar aman,netral
gw blom dapet yg repost storie orang yawallpaper chat dll udah tinggal repost storie orang aja yg belom,netral
karna hp gak tema chat warna pink wa hp tema chat ny,netral
story wa ky bbm zaman,netral
manfaat semoga appnya dipertikat lgi,netral
,netral
kadang telfon suka mati diklik matikan telfon data nya bagus selebihnya bagus d,positif
usaha riongsok,netral
jelek,negatif
mohon bantuannya akun whatsapp sekolah,netral
enak ges,netral
bagus kana whatsapp hp error kana agakmakel,positif
,netral
bagus,positif
bagus mas,positif
bagus aplikasinya,positif
bagus,positif
meng aktip whatsapp,netral
ok,netral
nyaman akun wa spam berkali,netral
lumayan bagus semoga bagus nya,positif
keren,netral
mntp la sngat mmbantu,netral
bagus,positif
whatsapp kena spamdan d whatsapp resmi terima kasih,netral
gak tag grub yaa,netral
membantu membawa kenyamanan berfikir singkatdlmperjalanan,netral
menginstal aplikasi whatsapp,netral
ya udah update tuh langsung yg gak udah update gak nge tag grup loh coba jelasin udah update,netral
keren,netral
kesal whatsapp diupdate sistem nya yg diupdate penyimpanan hp susah diupdate,netral
update nge bug ga postkirim foto video,netral
mantap,positif
sukses,netral
aq sih puas cuman yg terbaru akun whatsapp kena spam mematuhi ketentuan layanan whatsapp,positif
tolong developer hapus versi jam status tolong aktifkan menampilkan jam tayang status org terbantu mengecek dgn susah payah update kali resah tolong pahami kritikan pengguna terimakasih,negatif
whatsapkenapa deh engga unduh video udah dilakuin hapus cache mengizinkan restasrt handphone engga jugaa kacau banget,netral
whatsapp login mohon bantuannya,netral
,netral
untung wa si lumayan bagus cuman link videy nya,positif
membantu aplikasi,netral
bagus kpmplin laporan buka kode udah ditutup spam gak bagus udah ber kl2 spam jelek,positif
membantu,netral
tema up terbaru wa ku belom ya ya kirakira mohon bantuannya developer team whatsapp terimakasih,netral
suka baget lemot sam pe bellil hp,netral
tolong diperbaikingirim stikeremoji gk,netral
alhamdulillah bantu komunikasi nya bagus,positif
mendonlowod apilikasi whastup tolong,netral
i like,netral
,netral
suka aplikasi whatsapp,netral
penyebab aplikasi kadalwarasa,netral
mantap,positif
gak download,netral
whatsap diblokir terkena spampdhl aktftas whatsap,netral
ok,netral
,netral
bug nada dering gak bunyi kalo connect twsbluetooth telepon terganggu,netral
bagusss,positif
asmara,netral
whatsap top,netral
tolong donk biar washap y,netral
bagus,positif
mantap,positif
sya blum perbarui perbarui pke fitur,netral
whatsapp bagus hp samsung mb kuat pokonya tuh bagus bgt,positif
lemot pdahl udah up kecewa mkin ksini mkin aneh nih wa,negatif
keren,netral
wa dipake alasan pemblokiran spam chat,netral
ok,netral
2 kali ganti kartu kena spam aplikasinya buruk,negatif
baguspas buattt kumunikasi,positif
bagus,positif
bagus,positif
ok,netral
bgus,netral
ok,netral
wa tibatiba terblokir pemberitahuan mohon tolong secepatnya pulihkan didalamnya tolonggg whatsapp segeraa ditangani terimakasih tunggu,netral
wa sekrg kadang suka ngelag gak notif banget si bikin esmosi,netral
sippp,netral
membantu,netral
bagus,positif
developer inii gmna ko wa ku video 1 liatnya gabisa puter,netral
tolong perbaiki sistemnya centang 1 ngebugg lgii tolong whatsapp perbaiki tau update aja sekian terimakasihhh,netral
membantu,netral
wa akun tah kanapa udah ganti monor gak,netral
versi beta meta al,netral
keren,netral
good,netral
ok,netral
setuju,netral
aplikasinya jelek menginstalnya jaringan bagus kencang berkali kali instal keamanan biometrik aktifkan,positif
wa resmi,netral
kesulitannya mengaksesnya,netral
ok,netral
baguusss,netral
wa kaya wa gb yahhhhhh,netral
aneh ga instal memory gua aman kasi bintang 1 bikin kesel,netral
memuaskan,netral
story foto video burik parah,negatif
mantap,positif
bagus,positif
gk filteran jirt,netral
,netral
burikk pesan masuk ga wa nyaa tolong perbaiki min bug nya burik aja,netral
ihhhhh kooo gk fitur filter ny temen temen udh pdhl udh update lohh pgen klo vc filternya,netral
baguss,positif
,netral
,netral
makasih,netral
aplikasi burik 8bit,netral
for all the features are already good because its not just me who feels a little disturbed by it but many people also complain about the same thing please return the text on another call,netral
akun orang,netral
alat komunikasi,netral
gajelas wa gw ga spam kenon permanen,netral
gak tau profil hilang tolong difix,netral
jelek banget wa for android skrg,negatif
telpon aplikasi muncul tanda seru,netral
ok,netral
gada efek kamera,netral
bagus sekaliii,positif
bagus,positif
kerenn,netral
wa nya buka,netral
wajib download ya temanbagus aplikasi nya,positif
tema chat,netral
mantap,positif
berguna yah min,netral
memuaskan,netral
mohon spam akun wa,netral
,netral
lumayan,netral
gampang x kena spam wa,netral
membantu komunikasi,netral
,netral
berkerja,netral
,netral
whatsapp tertulis unduh whatsapp resmi masuk,netral
suka bgtt,netral
buruk,negatif
ya gimana ga dapet bintang 1 pacar ngetag story wa ngeblur fitur hd in story wa nyaa ilangin jadii monmaap aja dont like ittt,netral
masuk apk whatsapp,netral
bagus wshaapp,positif
tertunda ya,netral
sangant baguss,positif
ga buka,netral
tema chat,netral
membantu,netral
whatsapp eror tolong whatsapp gimana pusing kali blokir spam,netral
bintang 1 krna jeleg ngeblur klo ngetag my darling shaylaa story very no good,netral
ok,netral
bagus banget,positif
bagus,positif
min akun wa kena spam nggaa ngapain tolong bantu,netral
update nya telat whatsapp,netral
ok good,netral
tolong update kali story putar,netral
,netral
susah banget download aplikasi whatsapp,netral
gada suara,netral
tolong perbaiki bug kgk tau pas buka wa tolong knp,netral
bagus,positif
gak suka meta,netral
ngebug trus,netral
kenal orang,netral
srek wa eror,netral
kecewa whatsapp karna kun belokir karna apasaya peninjauan membaik menit akun blokir whatsapp teri menerus tinjawan dipulihkan login menit terbeliokir whatsap kecewa cape tinjawan bosan tolong perbaiki mempersulit pengguna,negatif
nya terkena spam,netral
wa gw aja keblokir spam trus nunggu 24 jam lgi klo 1 2 kali aja gpp tolong ya naikin kecewa bgt sih sumpah,negatif
pengguna akun watsaap pantau tim dukungan watsaap pelanggaran relevan nya tim dukungan watsaap memblokir akun hati hati pengguna watsaap komunikasi,netral
seruuuuuubisa bikin statusdll,netral
eror foto profil kontak gaada 1 temen,netral
suka crash,netral
whatsapp kena spam mohon selesaikan mengikuti aturan,netral
kali wa ga udah 2 nmr wa blokir karna alasan spam tolong penjelasanya,netral
ga bs liat status temen burem gambarnya,netral
d aplikasi wa meta ai nya ya,netral
maantap pokok nya,netral
kembalikan whatsapp storynya update terbaru diatas,netral
bagus,positif
wa membantu komunikasi keluargaku,netral
mntap,netral
siip,netral
bagus membantu,positif
login dgn nomor gk kode verivikasisetelah nomor yg slalu kena spam,netral
halo tim whatsapp whatsapp versi terbaru akun whatsapp muncul filtur efek panggilan vidio filtur whatsapp vidio call menghunakan efekfilter semoga akun cepat muncul,netral
keren,netral
ok mantap,positif
bagus keren,positif
kadang susah ngirim vidio status kiran updet gabisa,netral
ok,netral
bagus,positif
whatsapp gue kena blok,netral
oke menyambung silaturahmi keluarga kerabat,netral
cerdas lancar,netral
bagus,positif
bagus,positif
whatsapp ngak daftar mohon bantuannya,netral
memakan memori handphone,netral
good,netral
bagus dakwah,positif
pengalaman ber kebun,netral
,netral
aplikasi inii baguss,positif
keren,netral
,netral
update login akunnya kecewa kasih bintang smoga diperbaiki,negatif
tdk resmi,netral
capek ikutin p e bantuan gk login dah berjam jam coba gak login unduh,netral
akusukasekaliwaini,netral
nice,netral
buka blokir spam,netral
gem tai,netral
,netral
bagus memudahkan komunikasi orang,positif
bagus,positif
bagus,positif
komunikasi orang,netral
persi terbaru,netral
bagus rekomended,positif
ok,netral
membantu,netral
akun terkena spam,netral
good,netral
,netral
macet,netral
ktif,netral
bagus,positif
wa taikkk bug nyaaa mendooo,netral
si wa no temen hapusan sv ulang kehapus apalah,netral
bagus information,positif
tolong kasih fitur mematikan like story bikin salah paham rumah tangga,netral
help bug iniii ga kirim vidio,netral
berguna,netral
whatsap instal bantuannya trimksih,netral
ga warna buble nya,netral
hapus pesantulisannya bahasa inggris,netral
apk keren,netral
siihhh haruss terus2an update kaann gk bisaa hp gw ram 2 udah mh hapus udh hapus ttp aja gk tuh update cape dehh,netral
good jobb,netral
bagus cuman,positif
alhamdulillah,netral
sayah tida menghubungi wrsp,netral
maleees wa noku dispam gak baiknya dispam,netral
apik,netral
,netral
mantap,positif
,netral
tunggu updatean temanya karna lihat fitur chat bubble doang ga full temanya berubah,netral
update menyebut grup status whatsaap,netral
memuaskan,netral
bagus sihh ngk chat gua 1 punn,positif
bgus bget ku gbisa tag group,netral
wa global,netral
jelekwa nya bug parah telfon gabisa pdhal jaringan bagus pindah line aja cui,positif
bagus banget,positif
bagus,positif
lancar,netral
udah update g muncul fiturfitur nya,netral
gakbisa uptade ighhhhh,netral
makasih,netral
da tema chat huhh,netral
ok,netral
bagus,positif
ok,netral
errornya,netral
bagus,positif
mantap,positif
mantap,positif
ekspres,netral
baguss aja sihhh suka bngett pitur nya,positif
ok,netral
bagus tolol ya fitur tag grup nya,positif
mantap,positif
mantaf,netral
ok,netral
bagus aplikasinya bang,positif
whatsapp alat komunikasi yg bagus sukai app hilang tdk sy install kembalitlg bantu please,positif
mantapp,positif
bagus banget adain lagu distory biar kaya instagram bagus ga udah repot repot nyari lagunya,positif
gabisa update si tema tema update loh sistem nya emng gni gblk si mohon tanggung kn ya nya,netral
min gimana nih wa ku tuh gak masuk butuh aplikasi resmi udh hapus instal ulang trus update tetep gak wa ku isinya tolong yah minn,netral
nati bagus bintang ya,positif
good,netral
lumayan enak,netral
oke,netral
ok,netral
bagus,positif
waku hack orang kak kalo masuk q pake pin sidik jari jugabiar gimana nomer tlfonya aja q pake,netral
bagus banget,positif
amah,netral
ko banget filter pas vc,netral
whatsapp belom fitur meta ai tolong hadir fitur meta ai whatsapp terimakasih,netral
b aja,netral
update ko tema chat nyabagaimana ya,netral
membantu,netral
mantp,netral
lumayan komunikasi aplikasi truss skrg jd cmpuran english ya bhsanya skrg mh jd wa llc bkn meta,netral
diupdate turun kualitasnya,netral
andika lupa akun,netral
ok,netral
,netral
min trus kaya yng nge bug,netral
chat arsipkan disematkan plis perbaiki sampe hapus akun hapus whatsapp,netral
tema chat nya lucukk,netral
bagus,positif
puas,positif
asik,netral
jngn update mulu napaa,netral
bagus,positif
minimal updet mikirin gbnya palingan sehabis updet nggak perubahan tuhh aaannehhh,netral
yaaaaaa benarrrrrr senumanyaaa benarrr yayayy,netral
ok,netral
efeknya,netral
semoga nambah bagus,positif
bagus,positif
mudah cepat,netral
whatsapp buka meta ai,netral
,netral
whatsapp messenger keblokkir,netral
kena sepam ngaco,netral
bagus,positif
bagus woila cik,positif
fitur whatsapp,netral
tolong ya admin whatsapp nambahin fitur yg aneh fitur yg gampang bgt selingkuh,netral
whatsapp sayah,netral
tlog mb nya wa kurangi lgiikrna sngt berguna bgi yg memiliki hp ram sdkit krna sy cpot psang wa sllu penuh ruang pnyimpnanpas mkin ksni m ny mkin jdi sy susah mendownlod wa lgii sy jg byk org yng memiliki keterbatasan sy,netral
usul whatsapp klo nelpon nada tunggunya hp jaman org gk boring nunggu panggilan,netral
oke,netral
bagus,positif
bagus dn tingkatkan pelayananny kak,positif
ok,netral
whatsapp gak tema chat nya berkali kali update loh tolong perbaiki,netral
mantapp bosssxquu,positif
senang nya fitur tema chat,positif
whatsapp tolong hapus fitur tag ganggu bgt 0 privasi,netral
ngga buble chat temanyaa udhh update,netral
bole lahh,netral
whatsapp ok banget cocok berkomunikasi teman keluarga,netral
banget akun sy woy,netral
whatsapp berkomunikasi teman teman ku keluarga ku senang terimakasih whatsapp,positif
kena spam,netral
ok,netral
update min saran aja perbaiki bug nya kalo liat story orang skip mulu kadang black layar trus upload story 1 menit pesan kali ss kaya,netral
parah banget wa mudah masuk bug muk,negatif
kokk blm ganti warna temaaaaa,netral
update mengirim fotovidio status terkirim loading gambar jam kemarin yaa,netral
ga d download,netral
min kalo fitur lihatnya diilangin aja,netral
whatsapp nyaman fitur2 nya berfungsi saran terkait fitur diperbaiki video call menampilkan share screen kameranya mati kamera nya mati meeting online zoom gmeet terima kasih perhatiannya admin semoga sukses,netral
kadang vc buram,netral
mencoba fitur,netral
update mulu,netral
handphone orang fitur musik wa hp belom gimana gadak solusikah,netral
hp kena spam ya,netral
,netral
erorrr kagakk diupdate makinn erorr alahhhhh,netral
bagus,positif
ok,netral
mantap,positif
ok,netral
mantap,positif
,netral
bgs,netral
jelek knp sllu panggilan tertolak sndri pdhal sdh cek smua bgus tpi sllu tertolak sndri,negatif
whatsapp tibatiba menghilangkan nada notifikasi chat masuksudah atur notif nya berubah tau pesan masukintolonglah whatsapp perbaiki aplikasinya,netral
bagus,positif
